Date of year,clients,previously_shoped,member,promotion,shop_competitor,prize_won,require_financing,got_a_TV,did_a purchase,promotions_used,LT_clients,prize_amount,amount_financing,amount_purchase,nb_electronics
2017-12-31,16679,0,1,1,1,0,1,0,1,2,6,164.5833333,20375,1620,0
2018-01-31,16680,1,0,0,0,0,0,0,1,1,12,0,0,890,1
2018-10-31,16681,0,0,0,1,0,0,0,1,1,11,0,0,2830,1
2018-03-31,16682,0,0,1,0,1,0,0,1,2,14,124.7222222,0,1540,0
2017-11-30,16683,0,0,0,1,0,1,0,1,2,12,0,23875,1530,0
2018-02-28,16684,0,0,0,1,0,0,0,1,2,11,0,0,1550,0
2018-04-30,16685,0,0,0,0,0,1,0,1,2,8,0,22666.66667,2340,0
2018-07-31,16686,0,0,1,0,1,0,0,1,2,14,114.5138889,0,680,0
2018-07-31,16687,0,0,0,1,1,0,0,1,2,14,0,0,2830,0
2018-04-30,16688,0,1,0,0,0,0,0,1,4,10,0,0,1590,0
2018-04-30,16689,0,0,0,0,0,1,1,1,2,12,0,25125,1740,0
2018-06-30,16690,0,0,0,1,1,1,1,1,3,7,0,28125,1430,0
2018-05-31,16691,0,0,0,1,0,1,0,1,2,9,0,13041.66667,3270,0
2018-08-31,16692,0,0,1,0,1,1,0,1,3,5,110.9722222,31333.33333,2070,0
2018-08-31,16693,0,0,0,0,0,0,0,0,1,14,0,0,,1
2017-12-31,16694,0,0,1,0,0,0,0,1,4,14,170.625,0,2960,0
2018-02-28,16695,0,0,0,0,0,0,0,1,1,17,0,0,2360,1
2018-09-30,16696,0,0,0,1,0,0,0,1,1,10,0,0,2070,1
2018-07-31,16697,0,0,0,0,0,1,0,1,2,4,0,21708.33333,1750,0
2018-09-30,16698,0,0,1,0,0,1,0,1,2,11,104.7222222,20083.33333,2370,0
2018-07-31,16699,0,0,0,0,1,1,0,1,3,8,0,22833.33333,3360,0
2018-01-31,16700,0,0,0,0,1,0,0,1,2,10,0,0,1720,0
2017-10-31,16701,0,1,1,0,0,0,0,0,1,12,141.3194444,0,,1
2018-09-30,16702,0,0,0,1,1,0,0,1,12,13,0,0,2790,0
2017-10-31,16703,0,0,1,0,1,0,0,1,2,0,152.5,0,480,0
2017-11-30,16704,0,0,0,0,0,0,0,1,1,10,0,0,2540,1
2018-04-30,16705,0,0,0,0,1,0,0,1,2,3,0,0,1760,0
2018-08-31,16706,0,0,0,1,0,0,0,1,1,11,0,0,1590,1
2018-10-31,16707,0,0,1,0,0,0,0,1,1,3,143.5416667,0,2380,1
2017-10-31,16708,0,0,1,1,0,0,0,1,1,6,146.8055556,0,3260,1
2017-10-31,16709,0,0,1,0,0,1,0,1,2,11,124.7222222,19875,830,0
2017-12-31,16710,0,0,1,0,0,0,1,1,1,7,118.8194444,0,1200,1
2017-11-30,16711,0,0,0,0,0,0,0,1,1,10,0,0,2640,1
2018-09-30,16712,0,0,0,0,1,0,0,1,2,12,0,0,2980,0
2018-05-31,16713,0,0,1,0,1,0,0,1,2,11,107.5,0,1870,0
2018-01-31,16714,0,0,0,0,1,0,0,1,2,6,0,0,2140,0
2018-01-31,16715,1,0,1,1,0,0,0,1,2,5,121.0416667,0,3260,0
2018-02-28,16716,0,0,0,0,0,0,0,1,1,4,0,0,200,1
2017-12-31,16717,0,0,1,1,0,0,0,1,1,9,167.4305556,0,650,1
2018-08-31,16718,0,0,0,1,0,1,0,1,3,6,0,21333.33333,780,0
2018-09-30,16719,1,0,1,0,1,1,0,1,3,10,156.9444444,22958.33333,1180,0
2018-03-31,16720,0,0,0,0,1,1,0,0,2,11,0,14750,,0
2018-06-30,16721,0,0,0,0,0,1,0,1,5,0,0,9916.666667,2990,0
2018-06-30,16722,0,0,0,1,1,0,0,1,2,2,0,0,2500,0
2018-10-31,16723,0,0,0,1,0,1,1,1,2,5,0,30541.66667,3360,0
2018-03-31,16724,0,0,0,0,1,0,0,1,2,15,0,0,100,0
2018-10-31,16725,0,1,1,1,0,1,0,1,2,0,141.9444444,11333.33333,770,0
2017-11-30,16726,0,0,0,1,0,0,0,1,1,17,0,0,3000,1
2018-04-30,16727,0,0,0,0,0,1,0,1,2,8,0,24125,680,0
2017-10-31,16728,0,0,0,0,1,0,0,1,2,2,0,0,1940,0
2018-06-30,16729,0,0,0,0,0,0,0,1,3,12,0,0,1440,0
2017-10-31,16730,1,0,1,0,0,0,0,1,1,11,119.1666667,0,2650,1
2018-10-31,16731,0,0,1,0,0,0,0,1,1,15,136.5972222,0,3460,1
2017-11-30,16732,0,0,1,0,1,0,0,1,2,13,148.4722222,0,3260,0
2018-06-30,16733,1,0,0,1,0,0,0,1,1,16,0,0,1630,1
2018-03-31,16734,0,0,1,0,0,0,0,1,1,14,116.1805556,0,710,1
2017-10-31,16735,0,0,0,0,1,0,0,1,2,6,0,0,2990,0
2018-08-31,16736,1,1,0,1,1,0,0,1,2,13,0,0,2240,0
2018-08-31,16737,1,1,0,1,1,0,0,1,2,13,0,0,2240,0
2017-11-30,16738,0,0,1,0,1,0,0,1,2,3,122.4305556,0,2280,0
2018-10-31,16739,0,0,0,1,0,1,0,1,2,6,0,13041.66667,1260,0
2018-06-30,16740,0,0,0,1,1,0,0,1,2,10,0,0,2530,0
2018-06-30,16741,0,0,0,1,0,0,0,1,1,8,0,0,2620,1
2018-04-30,16742,0,0,0,0,0,1,0,1,2,14,0,15333.33333,1850,0
2018-03-31,16743,0,0,0,0,1,0,0,1,2,18,0,0,1660,0
2017-12-31,16744,0,0,0,0,1,0,0,1,2,12,0,0,2160,0
2017-10-31,16745,0,0,0,0,0,1,0,1,2,4,0,16708.33333,1780,0
2017-10-31,16746,0,1,1,0,0,0,0,1,1,126,159.7222222,0,650,1
2018-05-31,16747,1,0,0,0,0,1,0,1,4,6,0,15416.66667,2190,0
2017-11-30,16748,0,1,1,0,1,0,0,1,2,10,184.1666667,0,1970,0
2018-05-31,16749,0,1,0,0,0,0,0,1,1,7,0,0,2090,1
2018-08-31,16750,0,1,0,0,0,0,0,1,1,10,0,0,2360,1
2017-11-30,16751,0,0,0,1,1,0,1,1,2,10,0,0,2950,0
2017-10-31,16752,1,0,1,1,1,1,0,1,4,11,182.0833333,26958.33333,1540,0
2018-07-31,16753,0,0,0,1,0,0,0,1,1,10,0,0,2000,1
2018-07-31,16754,0,0,0,0,0,1,0,1,2,17,0,36833.33333,2730,0
2018-07-31,16755,0,0,0,1,1,0,0,1,2,3,0,0,1020,0
2018-05-31,16756,0,0,1,1,0,1,0,1,2,5,207.0138889,15208.33333,2090,0
2018-04-30,16757,0,0,0,1,0,0,0,1,1,7,0,0,1990,1
2018-06-30,16758,1,1,1,1,0,1,0,0,1,16,184.6527778,19125,,1
2018-07-31,16759,1,0,0,0,0,1,0,1,2,6,0,7708.333333,2290,0
2018-04-30,16760,0,0,0,0,0,0,0,0,1,13,0,0,,1
2017-12-31,16761,0,1,0,1,1,0,0,1,2,16,0,0,2440,0
2017-10-31,16762,1,0,0,0,0,1,0,1,2,9,0,22916.66667,2280,0
2017-10-31,16763,0,1,1,1,1,0,0,1,3,15,123.8888889,0,600,0
2018-07-31,16764,0,0,0,0,0,0,0,1,1,20,0,0,2450,1
2017-10-31,16765,0,0,0,0,0,0,0,1,1,13,0,0,2540,1
2017-11-30,16766,0,1,0,0,1,0,0,1,2,6,0,0,2550,0
2017-11-30,16767,0,1,0,0,1,0,0,1,2,5,0,0,2330,0
2017-10-31,16768,0,0,0,0,0,0,0,1,1,8,0,0,2840,1
2017-12-31,16769,0,0,0,0,0,1,0,1,2,3,0,15583.33333,1610,0
2018-01-31,16770,0,0,1,0,0,0,0,1,1,2,131.3194444,0,1480,1
2017-12-31,16771,0,0,0,1,1,0,0,1,2,8,0,0,3090,0
2018-08-31,16772,0,0,1,1,1,0,0,1,2,10,145.9027778,0,540,0
2018-02-28,16773,0,0,0,0,1,0,0,1,2,9,0,0,2590,0
2018-02-28,16774,0,1,1,1,1,0,0,1,2,12,138.6805556,0,1170,0
2018-06-30,16775,0,0,0,1,0,1,0,1,2,8,0,22250,2050,0
2018-06-30,16776,0,0,0,0,1,0,0,1,2,14,0,0,2740,0
2018-08-31,16777,0,0,1,0,0,0,0,1,1,10,97.22222222,0,2650,1
2018-02-28,16778,0,0,1,0,0,0,0,1,4,19,131.875,0,900,0
2018-05-31,16779,0,1,1,0,0,1,1,1,2,14,119.4444444,24416.66667,4060,0
2018-05-31,16780,0,1,0,0,1,0,0,1,2,14,0,0,3100,0
2018-03-31,16781,0,0,0,0,1,0,1,0,1,15,0,0,,1
2017-11-30,16782,0,1,0,1,0,0,0,1,1,8,0,0,16050,1
2017-12-31,16783,0,1,1,0,0,0,0,1,1,11,161.25,0,100,1
2018-01-31,16784,0,1,1,0,0,1,0,1,2,8,156.25,32250,1770,0
2018-05-31,16785,0,0,0,0,0,0,0,1,1,9,0,0,1760,1
2017-10-31,16786,0,0,1,0,1,0,0,1,2,4,157.3611111,0,100,0
2018-04-30,16787,0,1,0,0,0,0,0,0,4,3,0,0,,0
2017-12-31,16788,0,0,0,0,1,0,0,1,2,14,0,0,350,0
2018-06-30,16789,0,0,0,0,0,1,0,1,3,11,0,25416.66667,2130,0
2018-10-31,16790,0,0,1,1,1,1,0,1,3,10,105.5555556,23666.66667,1470,0
2018-06-30,16791,0,0,0,0,0,0,0,1,3,4,0,0,1900,0
2018-10-31,16792,0,0,1,1,1,1,0,1,3,12,170.625,25416.66667,1170,0
2018-01-31,16793,0,0,0,0,1,0,0,1,3,13,0,0,3430,0
2018-04-30,16794,0,0,0,0,1,0,1,1,4,15,0,0,4070,0
2017-12-31,16795,0,1,1,1,0,1,0,1,2,3,92.43055556,22458.33333,2930,0
2018-06-30,16796,0,1,0,1,0,0,0,1,1,12,0,0,550,1
2018-08-31,16797,0,0,0,0,0,0,0,1,2,11,0,0,2080,0
2017-11-30,16798,0,0,1,0,1,0,0,1,2,10,104.4444444,0,3760,0
2017-11-30,16799,0,0,1,1,0,0,0,1,1,10,127.4305556,0,3560,1
2017-10-31,16800,0,0,1,0,0,1,0,1,2,5,81.80555556,32250,1840,0
2018-04-30,16801,0,0,1,0,0,0,0,1,2,0,132.3611111,0,2570,0
2018-06-30,16802,0,0,0,1,0,1,0,1,2,24,0,22125,2010,0
2017-12-31,16803,0,0,0,0,0,0,0,1,1,5,0,0,3300,1
2017-12-31,16804,0,0,1,0,0,0,0,1,1,15,110.7638889,0,2240,1
2018-07-31,16805,0,0,0,1,0,1,0,0,1,6,0,21916.66667,,1
2018-06-30,16806,0,1,0,0,0,0,0,1,1,5,0,0,1240,1
2018-06-30,16807,1,0,1,0,1,0,1,1,2,8,152.7083333,0,1980,0
2017-10-31,16808,0,1,0,0,0,1,0,1,2,19,0,25458.33333,2720,0
2018-07-31,16809,0,0,1,0,0,0,0,1,1,9,108.9583333,0,2620,1
2017-10-31,16810,0,0,1,0,1,0,1,1,2,12,159.375,0,1360,0
2017-10-31,16811,0,0,1,1,1,0,0,1,2,14,120.2083333,0,1260,0
2018-07-31,16812,0,0,0,1,0,0,0,1,3,8,0,0,3680,0
2018-09-30,16813,0,0,0,0,0,0,1,1,1,13,0,0,1420,1
2018-02-28,16814,0,1,0,1,0,0,0,1,1,14,0,0,2060,1
2017-10-31,16815,0,0,0,1,0,1,0,1,2,8,0,32083.33333,3440,0
2018-04-30,16816,0,0,1,1,0,0,0,1,2,16,133.8888889,0,4920,0
2017-11-30,16817,1,0,0,0,0,1,0,1,2,16,0,15791.66667,1810,0
2018-08-31,16818,0,0,0,0,1,1,0,1,3,16,0,22000,3030,0
2017-10-31,16819,0,0,1,0,0,0,0,1,1,1,149.0277778,0,1700,1
2018-10-31,16820,0,0,1,0,0,0,0,1,1,8,119.5138889,0,2880,1
2018-08-31,16821,0,0,1,0,0,1,0,1,2,16,129.9305556,15000,1060,0
2018-10-31,16822,1,0,1,1,1,0,0,1,2,6,129.5833333,0,2330,0
2017-11-30,16823,0,0,1,0,0,0,0,1,1,19,121.3888889,0,1550,1
2018-10-31,16824,0,0,1,0,1,1,0,1,3,5,200.0694444,23916.66667,2720,0
2018-03-31,16825,0,0,1,0,1,0,0,1,3,5,141.25,0,110,0
2018-08-31,16826,1,0,1,1,0,1,0,1,2,9,112.3611111,25083.33333,1170,0
2018-04-30,16827,0,0,0,0,0,0,0,1,1,8,0,0,1660,1
2018-01-31,16828,0,0,0,1,1,0,0,1,2,8,0,0,3030,0
2017-10-31,16829,0,0,1,0,0,1,0,1,2,4,153.4027778,16041.66667,1460,0
2018-01-31,16830,0,0,0,0,0,0,0,1,1,7,0,0,1750,1
2017-10-31,16831,0,0,1,1,1,0,0,1,2,9,183.4027778,0,2760,0
2018-05-31,16832,0,0,1,1,0,0,0,1,1,11,175.625,0,2780,1
2018-10-31,16833,1,0,1,0,0,0,1,1,1,13,128.0555556,0,4290,1
2018-02-28,16834,0,0,1,0,0,1,0,1,2,9,143.4722222,29125,100,0
2017-12-31,16835,0,1,0,0,0,1,0,1,2,12,0,17291.66667,1700,0
2018-04-30,16836,0,0,0,0,1,0,0,1,2,8,0,0,1110,0
2018-07-31,16837,0,0,1,0,0,0,0,1,1,7,151.1805556,0,1390,1
2018-06-30,16838,0,0,0,1,0,0,0,1,1,17,0,0,2430,1
2018-09-30,16839,0,0,1,0,0,0,0,0,1,11,155.0694444,0,,1
2017-10-31,16840,0,0,0,1,0,1,0,1,3,15,0,22541.66667,220,0
2017-10-31,16841,1,1,1,0,0,0,0,1,1,20,169.3055556,0,940,1
2018-03-31,16842,0,0,0,1,0,0,0,1,1,12,0,0,2110,1
2018-03-31,16843,0,1,0,0,0,0,0,1,1,15,0,0,1890,1
2018-07-31,16844,0,1,1,1,1,0,1,1,2,9,163.3333333,0,2670,0
2018-03-31,16845,0,0,1,0,0,0,0,0,1,8,137.3611111,0,,1
2018-02-28,16846,0,0,0,0,0,0,0,1,1,7,0,0,1300,1
2018-04-30,16847,0,0,1,1,0,0,0,1,1,6,160,0,3880,1
2017-11-30,16848,0,0,0,0,1,0,0,1,2,14,0,0,590,0
2018-03-31,16849,0,0,0,0,0,1,0,1,2,1,0,13333.33333,3350,0
2018-05-31,16850,0,1,0,0,1,0,1,1,2,3,0,0,3720,0
2017-11-30,16851,0,0,0,0,1,0,0,1,2,0,0,0,2900,0
2017-11-30,16852,0,0,0,0,0,1,0,1,3,13,0,18916.66667,3040,0
2018-05-31,16853,0,0,0,0,0,1,0,1,2,8,0,26958.33333,1410,0
2017-11-30,16854,1,1,1,1,0,1,1,1,2,11,136.4583333,26500,3240,0
2017-12-31,16855,0,0,0,0,0,1,0,1,2,17,0,25166.66667,1090,0
2018-05-31,16856,0,1,0,1,0,0,0,1,3,13,0,0,2530,0
2018-04-30,16857,0,0,1,0,0,0,0,1,1,13,118.2638889,0,2390,1
2017-11-30,16858,0,0,0,1,0,0,0,1,1,8,0,0,4110,1
2018-02-28,16859,0,0,1,1,0,0,0,1,1,5,160.2777778,0,1500,1
2018-07-31,16860,0,0,1,0,0,1,0,1,2,6,173.8888889,20916.66667,1700,0
2018-09-30,16861,0,0,0,1,0,0,1,1,1,10,0,0,2210,1
2018-08-31,16862,0,0,1,1,0,0,0,1,1,7,137.9166667,0,1410,1
2018-10-31,16863,1,1,1,0,0,0,0,1,1,7,165.9027778,0,3890,1
2017-12-31,16864,0,0,0,1,0,1,0,1,2,12,0,19375,1300,0
2018-07-31,16865,0,0,0,0,0,0,0,1,1,11,0,0,1980,1
2018-09-30,16866,0,0,0,0,0,0,0,1,1,9,0,0,550,1
2017-11-30,16867,0,0,0,0,0,0,0,1,1,5,0,0,2150,1
2018-07-31,16868,0,0,0,1,0,0,0,1,1,12,0,0,1030,1
2018-02-28,16869,0,0,0,0,0,0,0,1,1,7,0,0,2150,1
2017-10-31,16870,0,0,1,0,0,0,0,1,4,11,117.5,0,4100,0
2017-10-31,16871,0,0,0,0,1,0,0,0,1,12,0,0,,1
2018-01-31,16872,0,0,1,0,0,0,0,1,1,11,129.6527778,0,2160,1
2018-05-31,16873,0,0,0,0,0,0,0,1,1,5,0,0,1720,1
2018-08-31,16874,0,1,1,0,0,0,0,1,1,10,98.40277778,0,4060,1
2018-03-31,16875,0,1,0,0,0,0,0,0,1,4,0,0,,1
2018-08-31,16876,0,1,0,0,0,1,1,1,2,16,0,18375,3020,0
2017-10-31,16877,0,0,1,0,1,1,0,1,3,9,24.23611111,18000,1660,0
2018-10-31,16878,0,0,0,0,1,0,0,1,2,13,0,0,3190,0
2018-02-28,16879,0,0,1,0,1,0,1,1,2,7,123.2638889,0,650,0
2017-12-31,16880,0,0,0,0,0,0,0,1,1,18,0,0,500,1
2017-10-31,16881,0,0,1,1,0,0,0,1,1,13,156.875,0,3120,1
2018-04-30,16882,0,0,0,1,1,0,0,1,3,0,0,0,1890,0
2018-04-30,16883,0,0,0,0,0,1,0,1,2,12,0,32041.66667,770,0
2017-12-31,16884,0,0,0,1,1,0,0,1,2,6,0,0,2430,0
2018-06-30,16885,0,0,1,0,0,0,0,1,1,17,83.68055556,0,1790,1
2018-02-28,16886,0,0,0,0,0,0,0,1,1,20,0,0,1090,1
2017-12-31,16887,0,1,0,0,1,0,0,1,2,11,0,0,2980,0
2017-12-31,16888,1,0,1,0,0,0,0,1,1,5,108.8194444,0,1600,1
2018-05-31,16889,0,0,0,0,1,0,1,1,2,15,0,0,2320,0
2018-07-31,16890,1,1,0,0,0,0,0,1,1,14,0,0,1710,1
2018-02-28,16891,0,0,0,0,0,1,0,1,2,1,0,19583.33333,2990,0
2017-10-31,16892,0,1,0,1,1,1,0,1,3,2,0,15250,2800,0
2018-05-31,16893,0,0,0,0,1,0,0,1,2,10,0,0,3160,0
2018-02-28,16894,0,0,0,0,0,0,0,1,1,14,0,0,2980,1
2018-02-28,16895,0,0,0,1,1,0,0,1,2,13,0,0,1400,0
2018-02-28,16896,0,0,0,1,1,0,0,1,2,13,0,0,1400,0
2018-07-31,16897,0,0,0,0,1,1,0,1,3,16,0,16583.33333,100,0
2018-02-28,16898,0,1,0,0,0,0,0,1,1,11,0,0,2070,1
2018-06-30,16899,0,1,0,1,0,0,0,1,2,5,0,0,100,0
2018-10-31,16900,0,0,0,0,1,1,0,1,3,10,0,26541.66667,2740,0
2018-07-31,16901,0,0,0,0,0,1,0,1,2,8,0,21541.66667,1430,0
2018-01-31,16902,0,0,1,0,0,1,0,1,2,13,96.80555556,25208.33333,4290,0
2018-05-31,16903,0,0,1,0,1,1,0,1,3,0,183.6111111,30208.33333,2600,0
2018-03-31,16904,0,0,0,1,0,0,0,1,3,0,0,0,2180,0
2017-10-31,16905,1,0,1,0,0,1,0,0,2,9,132.2916667,19958.33333,,0
2018-06-30,16906,0,1,0,0,1,0,0,1,4,16,0,0,480,0
2017-10-31,16907,0,1,0,0,1,0,0,1,4,18,0,0,1720,0
2018-07-31,16908,0,1,0,1,0,0,1,1,1,4,0,0,1180,1
2017-10-31,16909,0,0,0,1,0,0,0,1,1,3,0,0,2030,1
2018-10-31,16910,0,0,1,0,1,1,0,1,3,12,146.7361111,20000,2460,0
2017-12-31,16911,0,0,1,0,1,0,0,1,2,5,147.3611111,0,2150,0
2018-02-28,16912,0,0,1,0,1,0,0,1,3,4,115.6944444,0,4200,0
2017-12-31,16913,0,1,1,0,0,0,0,1,1,14,140.625,0,1870,1
2018-07-31,16914,0,0,0,0,1,1,0,1,3,10,0,27208.33333,1630,0
2018-10-31,16915,0,0,0,0,1,0,0,1,2,7,0,0,2870,0
2018-01-31,16916,0,1,1,1,0,0,0,1,1,6,140.625,0,1630,1
2017-10-31,16917,0,0,0,0,1,0,0,1,3,5,0,0,2750,0
2018-01-31,16918,0,0,0,0,0,0,0,1,1,16,0,0,100,1
2018-02-28,16919,0,0,1,1,0,0,1,1,1,7,126.6666667,0,1180,1
2018-05-31,16920,1,0,0,1,1,0,0,0,1,7,0,0,,1
2018-08-31,16921,0,0,0,0,1,1,0,1,3,8,0,21083.33333,1280,0
2018-04-30,16922,0,1,1,0,0,1,0,1,4,2,157.0138889,19041.66667,3850,0
2018-05-31,16923,0,0,0,1,1,0,0,1,2,9,0,0,2400,0
2018-05-31,16924,0,0,0,1,0,0,0,1,1,7,0,0,860,1
2018-02-28,16925,0,0,0,0,1,1,0,1,3,2,0,21500,1560,0
2018-04-30,16926,0,1,0,0,0,0,0,1,2,19,0,0,2480,0
2017-10-31,16927,0,1,0,1,1,0,0,1,2,2,0,0,470,0
2017-11-30,16928,0,0,0,1,1,0,0,1,2,11,0,0,2340,0
2018-03-31,16929,0,1,1,1,0,0,1,1,1,15,87.56944444,0,1280,1
2018-06-30,16930,1,1,1,0,0,1,0,1,2,16,133.6111111,18625,1730,0
2018-07-31,16931,0,0,0,0,1,0,0,1,2,11,0,0,2340,0
2018-05-31,16932,0,0,1,1,1,0,0,1,2,11,108.8888889,0,100,0
2018-03-31,16933,0,0,1,0,0,0,0,1,4,12,176.8055556,0,2650,0
2018-08-31,16934,0,1,0,0,0,0,0,1,1,5,0,0,1350,1
2018-02-28,16935,0,0,0,0,1,0,0,1,2,0,0,0,1220,0
2018-02-28,16936,0,0,0,0,0,0,0,1,1,5,0,0,2250,1
2017-12-31,16937,0,1,0,0,0,0,0,1,2,6,0,0,2340,0
2018-04-30,16938,0,1,1,0,1,1,0,1,3,8,163.4027778,20791.66667,3450,0
2018-05-31,16939,0,0,0,0,0,0,0,1,1,5,0,0,2890,1
2018-02-28,16940,0,0,0,0,0,0,0,1,1,0,0,0,1230,1
2017-11-30,16941,0,0,1,1,0,1,0,1,2,12,125.2083333,25541.66667,2690,0
2018-06-30,16942,1,1,0,0,0,1,0,1,2,9,0,30291.66667,4810,0
2018-06-30,16943,0,0,1,0,1,1,0,1,3,10,194.5138889,15875,2440,0
2018-02-28,16944,0,0,1,1,1,0,0,1,2,13,133.9583333,0,1400,0
2018-01-31,16945,0,0,1,1,1,1,0,0,2,8,166.7361111,21250,,0
2018-06-30,16946,0,0,1,0,1,0,0,1,3,15,161.8055556,0,3200,0
2018-06-30,16947,0,0,1,0,0,1,0,1,2,18,126.8055556,32041.66667,100,0
2018-04-30,16948,0,0,0,0,0,0,0,1,1,10,0,0,1680,1
2018-08-31,16949,1,0,1,1,0,0,0,1,1,10,127.1527778,0,1860,1
2018-08-31,16950,0,0,0,1,0,0,0,1,1,15,0,0,1060,1
2018-05-31,16951,0,0,1,1,0,0,0,1,1,15,149.5833333,0,2590,1
2018-04-30,16952,1,0,0,0,0,1,0,1,2,8,0,25250,2460,0
2018-09-30,16953,0,0,0,0,1,0,0,1,2,12,0,0,1900,0
2018-04-30,16954,0,1,0,0,0,0,0,1,1,9,0,0,1960,1
2018-09-30,16955,0,0,0,0,0,0,0,1,1,12,0,0,2910,1
2018-01-31,16956,0,1,0,1,0,0,1,1,1,5,0,0,3040,1
2018-06-30,16957,0,0,1,0,0,0,0,1,1,7,144.375,0,2710,1
2017-12-31,16958,0,0,0,1,1,0,0,1,2,16,0,0,2020,0
2018-02-28,16959,0,0,0,1,1,0,0,1,2,1,0,0,610,0
2018-01-31,16960,0,0,1,0,1,0,0,1,2,6,112.0138889,0,330,0
2018-09-30,16961,1,0,0,0,0,0,0,1,1,13,0,0,2090,1
2018-05-31,16962,0,0,0,1,0,0,1,1,3,12,0,0,2760,0
2017-12-31,16963,0,0,0,0,0,0,0,1,4,12,0,0,1210,0
2018-06-30,16964,0,0,1,0,0,0,0,1,1,13,163.9583333,0,3800,1
2017-10-31,16965,0,0,1,0,0,1,0,1,3,10,114.375,26291.66667,3570,0
2018-05-31,16966,0,1,1,0,0,1,0,1,2,17,118.2638889,22791.66667,790,0
2018-09-30,16967,0,0,1,0,0,0,0,1,4,14,124.4444444,0,2010,0
2018-01-31,16968,0,0,0,0,0,1,0,1,2,6,0,23750,100,0
2018-08-31,16969,0,0,1,0,1,0,0,1,2,7,145.2083333,0,2070,0
2018-03-31,16970,0,0,0,1,0,1,0,1,2,12,0,18333.33333,1960,0
2018-05-31,16971,0,1,0,0,1,1,0,1,3,6,0,18250,2760,0
2018-08-31,16972,0,0,1,1,0,0,0,1,1,15,144.0277778,0,2250,1
2018-07-31,16973,0,0,0,0,0,1,1,0,1,16,0,21000,,1
2018-03-31,16974,0,0,1,0,0,0,1,1,1,9,121.875,0,1590,1
2018-09-30,16975,0,0,0,1,1,1,0,1,3,13,0,14833.33333,2120,0
2018-05-31,16976,0,1,1,1,1,0,0,1,2,9,168.3333333,0,1530,0
2017-10-31,16977,0,1,0,0,0,1,0,1,2,13,0,25875,1020,0
2018-05-31,16978,0,0,1,0,1,1,0,1,3,15,149.5138889,16875,530,0
2017-10-31,16979,0,0,0,0,1,0,0,1,2,3,0,0,3050,0
2018-10-31,16980,0,0,1,0,0,1,1,1,2,15,128.0555556,23625,3180,0
2017-12-31,16981,0,0,0,1,1,1,1,1,3,8,0,16125,570,0
2018-01-31,16982,0,0,1,0,0,0,0,1,1,9,153.0555556,0,3110,1
2018-06-30,16983,0,0,0,0,0,0,0,1,1,12,0,0,1090,1
2018-03-31,16984,0,0,0,0,1,1,1,1,3,19,0,24291.66667,3340,0
2018-04-30,16985,0,0,1,0,1,0,0,1,2,11,164.1666667,0,1150,0
2017-11-30,16986,0,0,1,0,0,0,0,1,1,3,120.4166667,0,2460,1
2018-05-31,16987,0,0,0,0,1,0,0,1,2,18,0,0,1940,0
2017-10-31,16988,0,0,0,0,0,1,0,1,2,11,0,31375,1650,0
2018-01-31,16989,0,0,0,0,1,0,0,1,2,19,0,0,1900,0
2018-07-31,16990,0,0,1,0,0,0,0,1,1,8,163.8194444,0,1770,1
2018-02-28,16991,0,0,1,1,0,0,0,1,1,0,131.6666667,0,3000,1
2018-06-30,16992,0,0,1,0,1,1,0,1,3,7,66.18055556,21791.66667,2450,0
2018-01-31,16993,0,1,0,0,1,0,0,1,2,25,0,0,830,0
2017-10-31,16994,0,1,0,0,0,1,0,1,2,10,0,25125,2310,0
2018-01-31,16995,0,0,1,0,0,0,0,1,1,12,138.8888889,0,2970,1
2017-11-30,16996,0,0,0,1,1,0,1,1,2,16,0,0,2270,0
2018-02-28,16997,1,0,0,0,0,0,0,1,1,11,0,0,280,1
2018-07-31,16998,1,0,1,0,0,1,0,1,2,8,125.2083333,34250,1130,0
2018-07-31,16999,0,0,1,1,0,0,0,1,1,18,130.7638889,0,2630,1
2018-05-31,17000,0,1,1,0,0,0,0,1,1,2,79.65277778,0,3110,1
2018-03-31,17001,0,1,0,0,0,0,0,1,1,11,0,0,1870,1
2018-02-28,17002,0,1,0,1,0,0,0,1,1,4,0,0,620,1
2018-03-31,17003,0,0,0,0,0,0,0,1,1,13,0,0,1400,1
2018-05-31,17004,0,0,0,0,0,0,0,1,1,12,0,0,1580,1
2017-11-30,17005,0,0,0,0,0,1,0,1,2,11,0,17833.33333,1060,0
2018-01-31,17006,0,0,1,0,0,0,0,1,4,17,117.7777778,0,2970,0
2017-11-30,17007,0,0,1,1,1,1,1,1,3,15,192.8472222,19041.66667,4300,0
2018-08-31,17008,0,0,1,0,0,0,0,1,3,13,150.7638889,0,2280,0
2018-07-31,17009,0,1,0,1,0,0,0,1,1,19,0,0,1460,1
2017-10-31,17010,0,0,0,0,1,0,0,1,2,9,0,0,3460,0
2018-06-30,17011,0,0,1,0,0,0,0,1,1,11,95.625,0,2790,1
2018-03-31,17012,0,0,0,1,1,0,0,1,2,7,0,0,2970,0
2018-03-31,17013,0,0,1,0,1,0,0,1,2,19,175.2777778,0,3610,0
2018-09-30,17014,0,0,0,0,0,0,0,1,1,15,0,0,2500,1
2017-11-30,17015,0,0,0,0,0,0,0,0,1,9,0,0,,1
2018-07-31,17016,0,1,1,1,0,0,0,1,5,1,118.0555556,0,2410,0
